,Передвиборна програма,ПІБ,Основні відомості,Округ,Наявність(відсутність) заборгованості зі сплати аліментів,Дата та підстава скасування реєстрації кандидата,Дата реєстрації кандидатом,Висування,Область
1315,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20987pd410f01=27.doc,Кузбит Юрій Михайлович,"народився 29 березня 1977 року в місті Івано-Франківську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""АДВОКАТСЬКА ГРУПА ""ПРЕЦЕДЕНТ"", безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",101,-, ,25.06.2019,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",Кіровоградська область
1316,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15245pd410f01=27.doc,Меленевський Дмитро Едуардович,"народився 22 жовтня 1987 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",101,-, ,11.06.2019,Самовисування,Кіровоградська область
1317,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21697pd410f01=27.doc,Опаленко Дмитро Анатолійович,"народився 2 листопада 1988 року в селі Бандурове Гайворонського району Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, завідувач сектору протидії корупції, Київська обласна державна адміністрація, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",101,-, ,24.06.2019,Самовисування,Кіровоградська область
1318,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15834pd410f01=27.doc,Поляков Максим Анатолійович,"народився 23 квiтня 1982 року в місті Умань Черкаської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",101,-, ,17.06.2019,Самовисування,Кіровоградська область
1319,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17569pd410f01=27.doc,Савранчук Сергій Леонідович,"народився 9 березня 1991 року в селі Хащувате Гайворонського району Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, начальник юридичного відділу, ФГ ""Вершина"", безпартійний, проживає в селі Хащувате Гайворонського району Кіровоградської області, судимість відсутня, самовисування.",101,-, ,21.06.2019,Самовисування,Кіровоградська область
1320,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17605pd410f01=27.doc,Садіков Дмитро Юрійович,"народився 13 вересня 1982 року в смт Побузьке Голованівского району Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, начальник, Філія ""Маловисківський райавтодор"", член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в смт Новоархангельськ Новоархангельського району Кіровоградської області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",101,-, ,22.06.2019,"політична партія Всеукраїнське об’єднання ""Свобода""",Кіровоградська область
1321,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19587pd410f01=27.doc,Сікорський Володимир Степанович,"народився 30 серпня 1971 року в місті Саратов, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Гайворон Гайворонського району Кіровоградської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",101,-, ,24.06.2019,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",Кіровоградська область
1322,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21481pd410f01=27.doc,Стаценко Марина Анатоліївна,"народилася 1 травня 1986 року в селі Липняжка Добровеличківського району Кіровоградської області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійнa, проживає в селі Липняжка Добровеличківського району Кіровоградської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",101,-, ,25.06.2019,"Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",Кіровоградська область
1323,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19997pd410f01=27.doc,Тімуш Роман Сергійович,"народився 31 серпня 1986 року в місті Гайворон Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, член ПОЛІТИЧНОЇ ПАРТІЇ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"", проживає в місті Гайворон Гайворонського району Кіровоградської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"".",101,-, ,24.06.2019,"ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА""",Кіровоградська область
1324,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15363pd410f01=27.doc,Товкіс Олексій Леонідович,"народився 7 березня 1991 року в смт Підгородна Первомайського району Миколаївської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, спеціаліст з розвитку бізнесу, ТОВ ""ЕФ ЕС Маккензі-Україна"", безпартійний, проживає в селі Софіївська Борщагівка Києво-Святошинського району Київської області, судимість відсутня, самовисування.",101,-, ,15.06.2019,Самовисування,Кіровоградська область
1325,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15620pd410f01=27.doc,Флоря Андрій Володимирович,"народився 8 липня 1971 року в місті Мерефа Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, селянсько-фермерське господарство ""Флоря Андрій Володимирович"", безпартійний, проживає в селі Велика Виска Маловисківський району Кіровоградської області, судимість відсутня, самовисування.",101,-, ,14.06.2019,Самовисування,Кіровоградська область
1326,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17334pd410f01=27.doc,Цибулько Олександр Юрійович,"народився 24 березня 1976 року в смт Новоархангельськ Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",101,-, ,21.06.2019,Самовисування,Кіровоградська область
1327,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15809pd410f01=27.doc,Шевчук Артем Сергійович,"народився 1 жовтня 1983 року в місті Дніпропетровську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Грабівський вапняк"", безпартійний, проживає в смт Завалля Гайворонського району Кіровоградської області, судимість відсутня, самовисування.",101,-, ,17.06.2019,Самовисування,Кіровоградська область
1328,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15390pd410f01=27.doc,Яровий Олександр Володимирович,"народився 23 вересня 1968 року в місті Голованівськ Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, помічник начальника Головного управління з питань взаємодії з органами державної влади, ГУ ДСНС України в Одеській області, безпартійний, проживає в смт Голованівськ Голованівського району Кіровоградської області, судимість відсутня, самовисування.",101,-, ,14.06.2019,Самовисування,Кіровоградська область
1329,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17927pd410f01=27.doc,Ярош Павло Геннадійович,"народився 8 червня 1987 року в місті Новомиргород Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",101,-, ,22.06.2019,Самовисування,Кіровоградська область
1330,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17011pd410f01=27.doc,Вєтров Олег Миколайович,"народився 4 грудня 1973 року в смт Новгородка Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, професійно-технічне училище № 36, член Аграрної партії України, проживає в смт Новгородка Новгородківського району Кіровоградської області, судимість відсутня, суб’єкт висування – Аграрна партія України.",102,-, ,19.06.2019,Аграрна партія України,Кіровоградська область
1331,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17454pd410f01=27.doc,Волканов Вадим Анатолійович,"народився 3 березня 1968 року в місті Нова Каховка Херсонської областi, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник начальника, Головне управління Держпродспоживслужби в Кіровоградській області, безпартійний, проживає в місті Кропивницькому, судимість відсутня, самовисування.",102,-, ,21.06.2019,Самовисування,Кіровоградська область
1332,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15388pd410f01=27.doc,Волохов Олексій Сергійович,"народився 29 травня 1989 року в місті Світловодськ Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, адвокат, адвокатське об’єднання ""Ес Ел Ей"", безпартійний, проживає в місті Світловодськ Кіровоградської області, судимість відсутня, самовисування.",102,-, ,14.06.2019,Самовисування,Кіровоградська область
1333,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21667pd410f01=27.doc,Дейнеко Павло Олександрович,"народився 30 червня 1996 року в селі Верблюжка Новгородківського району Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в селі Верблюжка Новгородківського району Кіровоградської області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",102,-, ,25.06.2019,"політична партія Всеукраїнське об’єднання ""Свобода""",Кіровоградська область
1334,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20254pd410f01=27.doc,Довгий Олесь Станіславович,"народився 1 листопада 1980 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",102,-, ,24.06.2019,Самовисування,Кіровоградська область
1335,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15442pd410f01=27.doc,Зінченко Сергій Володимирович,"народився 20 вересня 1956 року в місті Краматорськ Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, пенсіонер, член ПОЛІТИЧНОЇ ПАРТІЇ ""НАЦІОНАЛЬНИЙ КОРПУС"", проживає в місті Світловодськ Кіровоградської області, судимість відсутня, самовисування.",102,-, ,14.06.2019,Самовисування,Кіровоградська область
1336,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17158pd410f01=27.doc,Курудз Богдан Михайлович,"народився 5 вересня 1990 року в місті Черкасах, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, керівник проекту, громадська організація ""ПП ""СЛУГА НАРОДУ"", безпартійний, проживає в місті Шпола Шполянського району Черкаської області, судимість відсутня, самовисування.",102,-, ,19.06.2019,Самовисування,Кіровоградська область
1337,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20402pd410f01=27.doc,Лаврусь Андрій Миколайович,"народився 2 жовтня 1988 року в смт Олександрівка Олександрівського району Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, Кіровоградський обласний контактний центр, безпартійний, проживає в смт Олександрівка Олександрівського району Кіровоградської області, судимість відсутня, самовисування.",102,-, ,24.06.2019,Самовисування,Кіровоградська область
1338,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18944pd410f01=27.doc,Лібега Сергій Миколайович,"народився 20 липня 1982 року в селі Корчівка Овруцького району Житомирської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Києві, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",102,-, ,24.06.2019,"політична партія Всеукраїнське об’єднання ""Батьківщина""",Кіровоградська область
1339,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19521pd410f01=27.doc,Молодченко Дмитро Миколайович,"народився 14 жовтня 1975 року в місті Кіровограді, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови, Знам’янська районна рада Кіровоградської області, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Кропивницькому, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",102,-, ,24.06.2019,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",Кіровоградська область
1340,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17188pd410f01=27.doc,Назаренко Георгій Станіславович,"народився 14 серпня 1990 року в місті Черкасах, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, інженер, комунальне підприємство ""ВодГео"", безпартійний, проживає в місті Черкасах, судимість відсутня, самовисування.",102,-, ,19.06.2019,Самовисування,Кіровоградська область
1341,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19368pd410f01=27.doc,Павленко Ігор Павлович,"народився 19 червня 1983 року в місті Зіньків Полтавської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, член ПОЛІТИЧНОЇ ПАРТІЇ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"", проживає в місті Кропивницькому, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"".",102,-, ,24.06.2019,"ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА""",Кіровоградська область
1342,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20995pd410f01=27.doc,Петрощук Артем Васильович,"народився 13 жовтня 1983 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, адвокат, адвокатське об’єднання ""Горпинченко, Петрощук і Партнери"", безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",102,-, ,25.06.2019,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",Кіровоградська область
1343,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17153pd410f01=27.doc,Плугіна Олена Олександрівна,"народилася 22 лютого 1972 року в місті Дебальцево Донецької  області, громадянка України, протягом останніх п’яти років проживає на території України, освіта загальна середня, керівник проекту, громадська організація ""ПП ""СЛУГА НАРОДУ"", безпартійнa, проживає в місті Черкасах, судимість відсутня, самовисування.",102,-, ,19.06.2019,Самовисування,Кіровоградська область
1344,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18885pd410f01=27.doc,Похілов Володимир Олексійович,"народився 24 квiтня 1981 року в місті Світловодськ Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови, Світловодська районна державна адміністрація Кіровоградської області, член Політичної партії ""Європейська Солідарність"", проживає в місті Світловодськ Кіровоградської області, судимість відсутня, суб’єкт висування – Політична партія ""Європейська Солідарність"".",102,-, ,24.06.2019,"Політична партія ""Європейська Солідарність""",Кіровоградська область
1345,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20592pd410f01=27.doc,Тетяниченко Віталій Анатолійович,"народився 10 квiтня 1976 року в місті Світловодськ Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Світловодська юридична група"", безпартійний, проживає в місті Світловодськ Кіровоградської області, судимість відсутня, самовисування.",102,-, ,24.06.2019,Самовисування,Кіровоградська область
1346,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21502pd410f01=27.doc,Холявка Роман Анатолійович,"народився 28 травня 1980 року в місті Знам’янка Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""ЗЕРНОСТАНДАРТ"", безпартійний, проживає в місті Знам’янка Кіровоградської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",102,-, ,25.06.2019,"Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",Кіровоградська область
1347,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15711pd410f01=27.doc,Чорний Олег Олександрович,"народився 6 сiчня 1969 року в селі Плоске Знам’янського району Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник начальника штабу з мобілізаційної роботи, 57 окрема мотопіхотна бригада Збройних Сил України, безпартійний, проживає в селі Петрове Знам’янського  району Кіровоградської області, судимість відсутня, самовисування.",102,-, ,17.06.2019,Самовисування,Кіровоградська область
1348,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17309pd410f01=27.doc,Бездуган Віталій Васильович,"народився 29 березня 1981 року в місті Дніпропетровську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""УКРАЇНСЬКЕ БІОДЖЕРЕЛО"", член ПОЛІТИЧНОЇ ПАРТІЇ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"", проживає в місті Кривий Ріг Дніпропетровської області, судимість відсутня, самовисування.",103,-, ,21.06.2019,Самовисування,Кіровоградська область
1349,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20982pd410f01=27.doc,Воронько Олег Євгенійович,"народився 15 травня 1974 року в місті Світловодськ Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Світловодськ Кіровоградської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",103,-, ,25.06.2019,"ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",Кіровоградська область
1350,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17231pd410f01=27.doc,Дамченко Роман Анатолійович,"народився 22 вересня 1981 року в селі Головківка Олександрійського району Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""ТД Дамко"", безпартійний, проживає в селі Головківка Олександрійського району Кіровоградської області, судимість відсутня, самовисування.",103,-, ,21.06.2019,Самовисування,Кіровоградська область
1351,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18960pd410f01=27.doc,Журавльов Віталій Володимирович,"народився 9 березня 1965 року в місті Олександрія Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник директора, ТОВ ""ВІДЖІ ГРУП УКРАЇНА"", член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Олександрія Кіровоградської області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",103,-, ,24.06.2019,"політична партія Всеукраїнське об’єднання ""Батьківщина""",Кіровоградська область
1352,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20593pd410f01=27.doc,Коваленко Сергій Петрович,"народився 9 сiчня 1974 року в місті Котовськ Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, керівник проектів, ГО ""БФ"" СЛУГА НАРОДУ"", безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",103,-, ,24.06.2019,Самовисування,Кіровоградська область
1353,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18898pd410f01=27.doc,Коваленко Сергій Петрович,"народився 28 жовтня 1969 року в місті Олександрія Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, перший заступник голови, Кіровоградська обласна державна адміністрація, член Політичної партії ""Європейська Солідарність"", проживає в місті Олександрія Кіровоградської області, судимість відсутня, суб’єкт висування – Політична партія ""Європейська Солідарність"".",103,-, ,24.06.2019,"Політична партія ""Європейська Солідарність""",Кіровоградська область
1354,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21691pd410f01=27.doc,Нечипоренко Олег Миколайович,"народився 10 квiтня 1967 року в селі Щасливе Олександрійського району Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, член політичної партії Всеукраїнське об’єднання ""Свобода"", проживає в місті Олександрія Кіровоградської області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Свобода"".",103,-, ,25.06.2019,"політична партія Всеукраїнське об’єднання ""Свобода""",Кіровоградська область
1355,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15318pd410f01=27.doc,Поворознюк Олександр Григорович,"народився 6 березня 1971 року в селі Новомануйлівка Петрівського району Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор, ТОВ ""Агрофірма П’ятихатська"", безпартійний, проживає в смт Петрове Петрівського району Кіровоградської області, судимість відсутня, самовисування.",103,-, ,14.06.2019,Самовисування,Кіровоградська область
1356,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19360pd410f01=27.doc,Ратенко Сергій Леонідович,"народився 16 грудня 1976 року в селищі Приютівка Олександрійського району Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, член ПОЛІТИЧНОЇ ПАРТІЇ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"", проживає в місті Олександрія Кіровоградської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА"".",103,-, ,24.06.2019,"ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА""",Кіровоградська область
1357,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20256pd410f01=27.doc,Собко Максим Олегович,"народився 24 серпня 1990 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, СФО ""Россолан"", член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в селі Марфівка Долинського району Кіровоградської області, судимість відсутня, самовисування.",103,-, ,24.06.2019,Самовисування,Кіровоградська область
1358,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15414pd410f01=27.doc,Федосов Олександр Володимирович,"народився 12 сiчня 1977 року в місті Олександрія Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""ТЕХ МАШ-СЕРВІС"", член Політичної партії ""Ліва опозиція"", проживає в місті Олександрія Кіровоградської області, судимість відсутня, самовисування.",103,-, ,14.06.2019,Самовисування,Кіровоградська область
1359,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21523pd410f01=27.doc,Холін Роман Володимирович,"народився 17 сiчня 1984 року в смт Добровеличківка Добровеличківського району Кіровоградської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, начальник, відділ ведення Державного реєстру виборців Добровеличківської районної державної адміністрації, безпартійний, проживає в смт Добровеличківка Добровеличківського району Кіровоградської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",103,-, ,25.06.2019,"Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",Кіровоградська область
1360,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19527pd410f01=27.doc,Цапюк Степан Кирилович,"народився 26 сiчня 1954 року в селі Бринь Галицького району Івано-Франківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Олександрійський міський голова, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Олександрія Кіровоградської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",103,-, ,24.06.2019,"Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",Кіровоградська область
1361,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=16415pd410f01=27.doc,Аністратенко Олександр Григорович,"народився 9 сiчня 1970 року в місті Сміла Черкаської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, адвокат, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.",105,-, ,17.06.2019,Самовисування,Луганська область
1362,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17004pd410f01=27.doc,Бажановська Олена Василівна,"народилася 8 березня 1972 року в місті Попасна Луганської області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, менеджер з корпоративної соціальної відповідальності та соціального розвитку, ДТЕК Придніпровська ТЕС, безпартійнa, проживає в місті Ровеньки Луганської області, судимість відсутня, самовисування.",105,-, ,19.06.2019,Самовисування,Луганська область
1363,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17923pd410f01=27.doc,Богиня Олександр Олександрович,"народився 1 липня 1975 року в місті Щастя Жовтневого району міста Луганська, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Щастя Новоайдарського району Луганської області, судимість відсутня, самовисування.",105,-, ,22.06.2019,Самовисування,Луганська область
1364,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=16563pd410f01=27.doc,Волков Ярослав Олександрович,"народився 18 травня 1991 року в місті Донецьку, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Донецьку, судимість відсутня, самовисування.",105,-, ,19.06.2019,Самовисування,Луганська область
1365,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=16120pd410f01=27.doc,Галаган Юрій Васильович,"народився 13 серпня 1957 року в місті Шумськ Тернопільської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, пенсіонер, безпартійний, проживає в місті Шумськ Тернопільської області, судимість відсутня, самовисування.",105,-, ,19.06.2019,Самовисування,Луганська область
